,wsi_name,x_tile_coord,y_tile_coord,genotype,unique_wsi,batch,animal_id,dissected_region,is_CBTP_old,is_in_train
35,Eran Hodis 2020-09-15-001.svs,18,2,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
36,Eran Hodis 2020-09-15-001.svs,22,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
37,Eran Hodis 2020-09-15-001.svs,54,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
38,Eran Hodis 2020-09-15-001.svs,39,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
39,Eran Hodis 2020-09-15-001.svs,3,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
40,Eran Hodis 2020-09-15-001.svs,7,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
41,Eran Hodis 2020-09-15-001.svs,56,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
42,Eran Hodis 2020-09-15-001.svs,4,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
43,Eran Hodis 2020-09-15-001.svs,4,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
44,Eran Hodis 2020-09-15-001.svs,59,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
45,Eran Hodis 2020-09-15-001.svs,20,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
46,Eran Hodis 2020-09-15-001.svs,41,14,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
47,Eran Hodis 2020-09-15-001.svs,21,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
48,Eran Hodis 2020-09-15-001.svs,58,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
49,Eran Hodis 2020-09-15-001.svs,41,15,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
50,Eran Hodis 2020-09-15-001.svs,58,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
51,Eran Hodis 2020-09-15-001.svs,39,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
52,Eran Hodis 2020-09-15-001.svs,23,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
53,Eran Hodis 2020-09-15-001.svs,59,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
54,Eran Hodis 2020-09-15-001.svs,55,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
55,Eran Hodis 2020-09-15-001.svs,20,2,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
56,Eran Hodis 2020-09-15-001.svs,20,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
57,Eran Hodis 2020-09-15-001.svs,57,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
58,Eran Hodis 2020-09-15-001.svs,5,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
59,Eran Hodis 2020-09-15-001.svs,60,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
60,Eran Hodis 2020-09-15-001.svs,60,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
61,Eran Hodis 2020-09-15-001.svs,56,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
62,Eran Hodis 2020-09-15-001.svs,41,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
63,Eran Hodis 2020-09-15-001.svs,40,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
64,Eran Hodis 2020-09-15-001.svs,19,1,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
65,Eran Hodis 2020-09-15-001.svs,21,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
66,Eran Hodis 2020-09-15-001.svs,55,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
67,Eran Hodis 2020-09-15-001.svs,18,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
68,Eran Hodis 2020-09-15-001.svs,39,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
69,Eran Hodis 2020-09-15-001.svs,19,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
70,Eran Hodis 2020-09-15-001.svs,2,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
71,Eran Hodis 2020-09-15-001.svs,19,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
72,Eran Hodis 2020-09-15-001.svs,19,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
73,Eran Hodis 2020-09-15-001.svs,41,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
74,Eran Hodis 2020-09-15-001.svs,19,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
75,Eran Hodis 2020-09-15-001.svs,1,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
76,Eran Hodis 2020-09-15-001.svs,20,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
77,Eran Hodis 2020-09-15-001.svs,23,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
78,Eran Hodis 2020-09-15-001.svs,56,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
79,Eran Hodis 2020-09-15-001.svs,20,1,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
80,Eran Hodis 2020-09-15-001.svs,40,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
81,Eran Hodis 2020-09-15-001.svs,3,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
82,Eran Hodis 2020-09-15-001.svs,59,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
83,Eran Hodis 2020-09-15-001.svs,5,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
84,Eran Hodis 2020-09-15-001.svs,56,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
85,Eran Hodis 2020-09-15-001.svs,57,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
86,Eran Hodis 2020-09-15-001.svs,38,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
87,Eran Hodis 2020-09-15-001.svs,55,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
88,Eran Hodis 2020-09-15-001.svs,19,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
89,Eran Hodis 2020-09-15-001.svs,41,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
90,Eran Hodis 2020-09-15-001.svs,58,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
91,Eran Hodis 2020-09-15-001.svs,56,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
92,Eran Hodis 2020-09-15-001.svs,57,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
93,Eran Hodis 2020-09-15-001.svs,39,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
94,Eran Hodis 2020-09-15-001.svs,44,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
95,Eran Hodis 2020-09-15-001.svs,58,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
96,Eran Hodis 2020-09-15-001.svs,21,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
97,Eran Hodis 2020-09-15-001.svs,2,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
98,Eran Hodis 2020-09-15-001.svs,57,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
99,Eran Hodis 2020-09-15-001.svs,38,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
100,Eran Hodis 2020-09-15-001.svs,58,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
101,Eran Hodis 2020-09-15-001.svs,56,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
102,Eran Hodis 2020-09-15-001.svs,6,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
103,Eran Hodis 2020-09-15-001.svs,19,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
104,Eran Hodis 2020-09-15-001.svs,20,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
105,Eran Hodis 2020-09-15-001.svs,2,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
106,Eran Hodis 2020-09-15-001.svs,18,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
107,Eran Hodis 2020-09-15-001.svs,7,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
108,Eran Hodis 2020-09-15-001.svs,40,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
109,Eran Hodis 2020-09-15-001.svs,1,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
110,Eran Hodis 2020-09-15-001.svs,4,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
111,Eran Hodis 2020-09-15-001.svs,42,14,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,False,True
112,Eran Hodis 2020-09-15.svs,43,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
113,Eran Hodis 2020-09-15.svs,3,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
114,Eran Hodis 2020-09-15.svs,44,12,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
115,Eran Hodis 2020-09-15.svs,4,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
116,Eran Hodis 2020-09-15.svs,3,6,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
117,Eran Hodis 2020-09-15.svs,3,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
118,Eran Hodis 2020-09-15.svs,6,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
119,Eran Hodis 2020-09-15.svs,2,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
120,Eran Hodis 2020-09-15.svs,43,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
121,Eran Hodis 2020-09-15.svs,5,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
122,Eran Hodis 2020-09-15.svs,46,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
123,Eran Hodis 2020-09-15.svs,4,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
124,Eran Hodis 2020-09-15.svs,5,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
125,Eran Hodis 2020-09-15.svs,46,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
126,Eran Hodis 2020-09-15.svs,4,4,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
127,Eran Hodis 2020-09-15.svs,3,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
128,Eran Hodis 2020-09-15.svs,4,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
129,Eran Hodis 2020-09-15.svs,44,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
130,Eran Hodis 2020-09-15.svs,43,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
131,Eran Hodis 2020-09-15.svs,42,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
132,Eran Hodis 2020-09-15.svs,4,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
133,Eran Hodis 2020-09-15.svs,44,14,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
134,Eran Hodis 2020-09-15.svs,44,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
135,Eran Hodis 2020-09-15.svs,45,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
136,Eran Hodis 2020-09-15.svs,45,12,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
137,Eran Hodis 2020-09-15.svs,43,13,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
138,Eran Hodis 2020-09-15.svs,44,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
139,Eran Hodis 2020-09-15.svs,44,13,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,False,False
140,EH-15740-034.svs,18,9,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
141,EH-15740-034.svs,16,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
142,EH-15740-034.svs,5,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
143,EH-15740-034.svs,36,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
144,EH-15740-034.svs,6,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
145,EH-15740-034.svs,36,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
146,EH-15740-034.svs,34,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
147,EH-15740-034.svs,50,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
148,EH-15740-034.svs,14,9,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
149,EH-15740-034.svs,2,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
150,EH-15740-034.svs,6,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
151,EH-15740-034.svs,48,2,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
152,EH-15740-034.svs,4,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
153,EH-15740-034.svs,50,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
154,EH-15740-034.svs,49,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
155,EH-15740-034.svs,47,2,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
156,EH-15740-034.svs,34,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
157,EH-15740-034.svs,37,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
158,EH-15740-034.svs,48,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
159,EH-15740-034.svs,35,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
160,EH-15740-034.svs,48,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
161,EH-15740-034.svs,15,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
162,EH-15740-034.svs,17,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
163,EH-15740-034.svs,14,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
164,EH-15740-034.svs,2,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
165,EH-15740-034.svs,33,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
166,EH-15740-034.svs,38,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
167,EH-15740-034.svs,50,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
168,EH-15740-034.svs,4,18,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
169,EH-15740-034.svs,48,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
170,EH-15740-034.svs,50,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
171,EH-15740-034.svs,36,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
172,EH-15740-034.svs,15,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
173,EH-15740-034.svs,50,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
174,EH-15740-034.svs,48,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
175,EH-15740-034.svs,3,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
176,EH-15740-034.svs,4,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
177,EH-15740-034.svs,51,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
178,EH-15740-034.svs,35,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
179,EH-15740-034.svs,5,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
180,EH-15740-034.svs,4,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
181,EH-15740-034.svs,47,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
182,EH-15740-034.svs,2,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
183,EH-15740-034.svs,16,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
184,EH-15740-034.svs,37,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
185,EH-15740-034.svs,15,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
186,EH-15740-034.svs,49,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
187,EH-15740-034.svs,14,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
188,EH-15740-034.svs,5,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
189,EH-15740-034.svs,49,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
190,EH-15740-034.svs,14,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
191,EH-15740-034.svs,6,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
192,EH-15740-034.svs,49,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
193,EH-15740-034.svs,1,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
194,EH-15740-034.svs,48,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
195,EH-15740-034.svs,4,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
196,EH-15740-034.svs,48,1,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
197,EH-15740-034.svs,18,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
198,EH-15740-034.svs,49,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
199,EH-15740-034.svs,14,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
200,EH-15740-034.svs,18,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
201,EH-15740-034.svs,17,10,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
202,EH-15740-034.svs,51,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
203,EH-15740-034.svs,47,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
204,EH-15740-034.svs,17,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
205,EH-15740-034.svs,47,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
206,EH-15740-034.svs,34,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
207,EH-15740-034.svs,38,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
208,EH-15740-034.svs,35,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
209,EH-15740-034.svs,15,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
210,EH-15740-034.svs,16,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
211,EH-15740-034.svs,36,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
212,EH-15740-034.svs,3,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
213,EH-15740-034.svs,5,18,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
214,EH-15740-034.svs,35,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
215,EH-15740-034.svs,16,9,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
216,EH-15740-034.svs,3,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
217,EH-15740-034.svs,1,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
218,EH-15740-034.svs,15,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
219,EH-15740-034.svs,47,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
220,EH-15740-034.svs,51,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
221,EH-15740-034.svs,14,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
222,EH-15740-034.svs,48,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
223,EH-15740-034.svs,3,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
224,EH-15740-034.svs,37,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,False,True
