,wsi_name,x_tile_coord,y_tile_coord,genotype,unique_wsi,batch,animal_id,dissected_region,is_CBTP_old,is_in_train
32,Eran Hodis 2020-09-15-001.svs,57,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
33,Eran Hodis 2020-09-15-001.svs,56,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
34,Eran Hodis 2020-09-15-001.svs,22,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
35,Eran Hodis 2020-09-15-001.svs,18,2,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
36,Eran Hodis 2020-09-15-001.svs,22,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
37,Eran Hodis 2020-09-15-001.svs,54,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
38,Eran Hodis 2020-09-15-001.svs,39,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
39,Eran Hodis 2020-09-15-001.svs,3,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
40,Eran Hodis 2020-09-15-001.svs,7,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
41,Eran Hodis 2020-09-15-001.svs,56,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
42,Eran Hodis 2020-09-15-001.svs,4,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
43,Eran Hodis 2020-09-15-001.svs,4,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
44,Eran Hodis 2020-09-15-001.svs,59,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
45,Eran Hodis 2020-09-15-001.svs,20,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
46,Eran Hodis 2020-09-15-001.svs,41,14,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
47,Eran Hodis 2020-09-15-001.svs,21,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
48,Eran Hodis 2020-09-15-001.svs,58,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
49,Eran Hodis 2020-09-15-001.svs,41,15,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
50,Eran Hodis 2020-09-15-001.svs,58,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
51,Eran Hodis 2020-09-15-001.svs,39,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
52,Eran Hodis 2020-09-15-001.svs,23,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
53,Eran Hodis 2020-09-15-001.svs,59,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
54,Eran Hodis 2020-09-15-001.svs,55,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
55,Eran Hodis 2020-09-15-001.svs,20,2,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
56,Eran Hodis 2020-09-15-001.svs,20,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
57,Eran Hodis 2020-09-15-001.svs,57,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
58,Eran Hodis 2020-09-15-001.svs,5,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
59,Eran Hodis 2020-09-15-001.svs,60,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
60,Eran Hodis 2020-09-15-001.svs,60,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
61,Eran Hodis 2020-09-15-001.svs,56,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
62,Eran Hodis 2020-09-15-001.svs,41,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
63,Eran Hodis 2020-09-15-001.svs,40,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
64,Eran Hodis 2020-09-15-001.svs,19,1,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
65,Eran Hodis 2020-09-15-001.svs,21,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
66,Eran Hodis 2020-09-15-001.svs,55,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
67,Eran Hodis 2020-09-15-001.svs,18,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
68,Eran Hodis 2020-09-15-001.svs,39,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
69,Eran Hodis 2020-09-15-001.svs,19,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
70,Eran Hodis 2020-09-15-001.svs,2,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
71,Eran Hodis 2020-09-15-001.svs,19,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
72,Eran Hodis 2020-09-15-001.svs,19,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
73,Eran Hodis 2020-09-15-001.svs,41,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
74,Eran Hodis 2020-09-15-001.svs,19,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
75,Eran Hodis 2020-09-15-001.svs,1,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
76,Eran Hodis 2020-09-15-001.svs,20,3,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
77,Eran Hodis 2020-09-15-001.svs,23,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
78,Eran Hodis 2020-09-15-001.svs,56,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
79,Eran Hodis 2020-09-15-001.svs,20,1,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
80,Eran Hodis 2020-09-15-001.svs,40,13,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
81,Eran Hodis 2020-09-15-001.svs,3,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
82,Eran Hodis 2020-09-15-001.svs,59,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
83,Eran Hodis 2020-09-15-001.svs,5,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
84,Eran Hodis 2020-09-15-001.svs,56,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
85,Eran Hodis 2020-09-15-001.svs,57,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
86,Eran Hodis 2020-09-15-001.svs,38,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
87,Eran Hodis 2020-09-15-001.svs,55,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
88,Eran Hodis 2020-09-15-001.svs,19,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
89,Eran Hodis 2020-09-15-001.svs,41,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
90,Eran Hodis 2020-09-15-001.svs,58,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
91,Eran Hodis 2020-09-15-001.svs,56,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
92,Eran Hodis 2020-09-15-001.svs,57,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
93,Eran Hodis 2020-09-15-001.svs,39,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
94,Eran Hodis 2020-09-15-001.svs,44,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
95,Eran Hodis 2020-09-15-001.svs,58,8,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
96,Eran Hodis 2020-09-15-001.svs,21,5,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
97,Eran Hodis 2020-09-15-001.svs,2,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
98,Eran Hodis 2020-09-15-001.svs,57,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
99,Eran Hodis 2020-09-15-001.svs,38,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
100,Eran Hodis 2020-09-15-001.svs,58,6,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
101,Eran Hodis 2020-09-15-001.svs,56,9,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
102,Eran Hodis 2020-09-15-001.svs,6,12,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
103,Eran Hodis 2020-09-15-001.svs,19,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
104,Eran Hodis 2020-09-15-001.svs,20,7,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
105,Eran Hodis 2020-09-15-001.svs,2,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
106,Eran Hodis 2020-09-15-001.svs,18,4,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
107,Eran Hodis 2020-09-15-001.svs,7,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
108,Eran Hodis 2020-09-15-001.svs,40,10,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
109,Eran Hodis 2020-09-15-001.svs,1,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
110,Eran Hodis 2020-09-15-001.svs,4,11,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
111,Eran Hodis 2020-09-15-001.svs,42,14,CBT3,Eran Hodis 2020-09-15-001.svs_CBT3,L41,125,XLR,FALSE,TRUE
112,Eran Hodis 2020-09-15.svs,43,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
113,Eran Hodis 2020-09-15.svs,3,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
114,Eran Hodis 2020-09-15.svs,44,12,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
115,Eran Hodis 2020-09-15.svs,4,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
116,Eran Hodis 2020-09-15.svs,3,6,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
117,Eran Hodis 2020-09-15.svs,3,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
118,Eran Hodis 2020-09-15.svs,6,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
119,Eran Hodis 2020-09-15.svs,2,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
120,Eran Hodis 2020-09-15.svs,43,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
121,Eran Hodis 2020-09-15.svs,5,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
122,Eran Hodis 2020-09-15.svs,46,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
123,Eran Hodis 2020-09-15.svs,4,5,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
124,Eran Hodis 2020-09-15.svs,5,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
125,Eran Hodis 2020-09-15.svs,46,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
126,Eran Hodis 2020-09-15.svs,4,4,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
127,Eran Hodis 2020-09-15.svs,3,7,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
128,Eran Hodis 2020-09-15.svs,4,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
129,Eran Hodis 2020-09-15.svs,44,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
130,Eran Hodis 2020-09-15.svs,43,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
131,Eran Hodis 2020-09-15.svs,42,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
132,Eran Hodis 2020-09-15.svs,4,8,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
133,Eran Hodis 2020-09-15.svs,44,14,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
134,Eran Hodis 2020-09-15.svs,44,9,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
135,Eran Hodis 2020-09-15.svs,45,11,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
136,Eran Hodis 2020-09-15.svs,45,12,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
137,Eran Hodis 2020-09-15.svs,43,13,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
138,Eran Hodis 2020-09-15.svs,44,10,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
139,Eran Hodis 2020-09-15.svs,44,13,CBT3,Eran Hodis 2020-09-15.svs_CBT3,L41,122,XLR,FALSE,FALSE
140,EH-15740-034.svs,18,9,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
141,EH-15740-034.svs,16,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
142,EH-15740-034.svs,5,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
143,EH-15740-034.svs,36,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
144,EH-15740-034.svs,6,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
145,EH-15740-034.svs,36,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
146,EH-15740-034.svs,34,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
147,EH-15740-034.svs,50,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
148,EH-15740-034.svs,14,9,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
149,EH-15740-034.svs,2,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
150,EH-15740-034.svs,6,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
151,EH-15740-034.svs,48,2,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
152,EH-15740-034.svs,4,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
153,EH-15740-034.svs,50,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
154,EH-15740-034.svs,49,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
155,EH-15740-034.svs,47,2,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
156,EH-15740-034.svs,34,11,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
157,EH-15740-034.svs,37,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
158,EH-15740-034.svs,48,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
159,EH-15740-034.svs,35,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
160,EH-15740-034.svs,48,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
161,EH-15740-034.svs,15,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
162,EH-15740-034.svs,17,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
163,EH-15740-034.svs,14,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
164,EH-15740-034.svs,2,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
165,EH-15740-034.svs,33,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
166,EH-15740-034.svs,38,13,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
167,EH-15740-034.svs,50,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
168,EH-15740-034.svs,4,18,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
169,EH-15740-034.svs,48,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
170,EH-15740-034.svs,50,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
171,EH-15740-034.svs,36,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
172,EH-15740-034.svs,15,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
173,EH-15740-034.svs,50,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
174,EH-15740-034.svs,48,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
175,EH-15740-034.svs,3,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
176,EH-15740-034.svs,4,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
177,EH-15740-034.svs,51,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
178,EH-15740-034.svs,35,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
179,EH-15740-034.svs,5,15,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
180,EH-15740-034.svs,4,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
181,EH-15740-034.svs,47,3,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
182,EH-15740-034.svs,2,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
183,EH-15740-034.svs,16,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
184,EH-15740-034.svs,37,12,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
185,EH-15740-034.svs,15,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
186,EH-15740-034.svs,49,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
187,EH-15740-034.svs,14,5,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
188,EH-15740-034.svs,5,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
189,EH-15740-034.svs,49,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
190,EH-15740-034.svs,14,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
191,EH-15740-034.svs,6,16,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
192,EH-15740-034.svs,49,4,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
193,EH-15740-034.svs,1,17,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
194,EH-15740-034.svs,48,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
195,EH-15740-034.svs,4,14,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
196,EH-15740-034.svs,48,1,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
197,EH-15740-034.svs,18,7,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
198,EH-15740-034.svs,49,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
199,EH-15740-034.svs,14,6,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
200,EH-15740-034.svs,18,8,CBT3,EH-15740-034.svs_CBT3,L40,125,XLR,FALSE,TRUE
