Unnamed: 0,wsi_id,wsi_name,genotype,x_tile_coord,y_tile_coord,file,batch,animal_id,dissected_region,is_CBTP_old,unique_wsi,connected_component
98,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,25,17,Eran Hodis 2020-09-15-012_25_17_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,7
99,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,38,8,Eran Hodis 2020-09-15-012_38_8_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
100,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,33,8,Eran Hodis 2020-09-15-012_33_8_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
101,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,20,3,Eran Hodis 2020-09-15-012_20_3_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,4
102,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,42,10,Eran Hodis 2020-09-15-012_42_10_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
103,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,20,6,Eran Hodis 2020-09-15-012_20_6_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,4
104,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,34,7,Eran Hodis 2020-09-15-012_34_7_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
105,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,45,19,Eran Hodis 2020-09-15-012_45_19_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
106,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,41,12,Eran Hodis 2020-09-15-012_41_12_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
107,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,11,24,Eran Hodis 2020-09-15-012_11_24_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,6
108,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,43,17,Eran Hodis 2020-09-15-012_43_17_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
109,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,36,3,Eran Hodis 2020-09-15-012_36_3_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
110,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,41,20,Eran Hodis 2020-09-15-012_41_20_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
111,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,12,22,Eran Hodis 2020-09-15-012_12_22_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,6
112,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,41,2,Eran Hodis 2020-09-15-012_41_2_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
113,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,35,7,Eran Hodis 2020-09-15-012_35_7_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
114,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,29,18,Eran Hodis 2020-09-15-012_29_18_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,7
115,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,24,21,Eran Hodis 2020-09-15-012_24_21_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,7
116,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,4,15,Eran Hodis 2020-09-15-012_4_15_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,6
117,Eran Hodis 2020-09-15-012_Multiple,Eran Hodis 2020-09-15-012.svs,Multiple,41,11,Eran Hodis 2020-09-15-012_41_11_Multiple.png,L41,multiple,TMA01,False,Eran Hodis 2020-09-15-012.svs,2
